stream_type,timestamp_ms,sensor_nanos,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,has_fix,latitude,longitude,altitude,accuracy,speed,bearing,sats_view,sats_used,registered,cell_type,cell_id,mcc,mnc,lac,tac,pci,arfcn,signal_dbm,signal_metric,signal_level,operator
SENSOR,1789662434609,42164864495810,0.13459627,0.22851457,9.862916,3.0543236E-4,7.635809E-4,4.5814854E-4,-60.525,2.1750002,7.425,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662434625,42164843995080,0.13190435,0.23060828,9.862916,3.0543236E-4,7.635809E-4,4.5814854E-4,-60.525,2.1750002,7.425,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662434626,42164874495810,0.13190435,0.23060828,9.862916,3.0543236E-4,7.635809E-4,4.5814854E-4,-60.075,1.95,8.1,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662434706,42164964495810,0.13190435,0.23060828,9.862916,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.075,1.95,8.1,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662434723,42164974495810,0.13190435,0.23060828,9.862916,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.750004,2.1000001,8.625,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662434730,42164948182372,0.13579269,0.23120649,9.8632145,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.750004,2.1000001,8.625,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662434809,42165064495810,0.13579269,0.23120649,9.8632145,3.0543236E-4,-4.5814854E-4,3.0543236E-4,-60.750004,2.1000001,8.625,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662434827,42165074495810,0.13579269,0.23120649,9.8632145,3.0543236E-4,-4.5814854E-4,3.0543236E-4,-60.45,2.25,8.475,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662434836,42165052369612,0.13399807,0.22941187,9.864112,3.0543236E-4,-4.5814854E-4,3.0543236E-4,-60.45,2.25,8.475,,,,,,,,,,,,,,,,,,,,,,
GNSS,1789662434904,,,,,,,,,,,true,11.05530326,76.92709644,378.0865478515625,3.9674933,0.0,,97,34,,,,,,,,,,,,,
SENSOR,1789662434919,42165164495810,0.13399807,0.22941187,9.864112,-1.5271618E-4,-4.5814854E-4,-3.0543236E-4,-60.45,2.25,8.475,,,,,,,,,,,,,,,,,,,,,,
GNSS,1789662435000,,,,,,,,,,,true,11.05530561,76.92709865,377.9736328125,3.7900925,0.0,,97,34,,,,,,,,,,,,,
SENSOR,1789662434923,42165174495810,0.13399807,0.22941187,9.864112,-1.5271618E-4,-4.5814854E-4,-3.0543236E-4,-60.600002,2.25,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662434939,42165156556851,0.1363909,0.23001008,9.864711,-1.5271618E-4,-4.5814854E-4,-3.0543236E-4,-60.600002,2.25,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435010,42165264495810,0.1363909,0.23001008,9.864711,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.600002,2.25,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435026,42165274495810,0.1363909,0.23001008,9.864711,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.975002,1.8000001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435044,42165260744039,0.13489537,0.23060828,9.863514,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.975002,1.8000001,9.225,,,,,,,,,,,,,,,,,,,,,,
CELLULAR,1789662435049,,,,,,,,,,,,,,,,,,,true,NR,4298047490,405,869,,75,403,634080,-105,NR_SS_RSRP,4,
SENSOR,1789662435105,42165364495810,0.13489537,0.23060828,9.863514,3.0543236E-4,-4.5814854E-4,-7.635809E-4,-60.975002,1.8000001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435122,42165374495810,0.13489537,0.23060828,9.863514,3.0543236E-4,-4.5814854E-4,-7.635809E-4,-60.675003,2.025,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435148,42165364931278,0.13579269,0.22911277,9.865009,3.0543236E-4,-4.5814854E-4,-7.635809E-4,-60.675003,2.025,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435208,42165464495810,0.13579269,0.22911277,9.865009,3.0543236E-4,-4.5814854E-4,3.0543236E-4,-60.675003,2.025,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435226,42165474495810,0.13579269,0.22911277,9.865009,3.0543236E-4,-4.5814854E-4,3.0543236E-4,-60.45,1.5,8.325001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435252,42165469118518,0.13429718,0.2318047,9.861719,3.0543236E-4,-4.5814854E-4,3.0543236E-4,-60.45,1.5,8.325001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435304,42165564495810,0.13429718,0.2318047,9.861719,-9.162971E-4,-4.5814854E-4,-4.5814854E-4,-60.45,1.5,8.325001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435330,42165574495810,0.13429718,0.2318047,9.861719,-9.162971E-4,-4.5814854E-4,-4.5814854E-4,-60.675003,1.725,8.1,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435356,42165573305705,0.13609178,0.23060828,9.865907,-9.162971E-4,-4.5814854E-4,-4.5814854E-4,-60.675003,1.725,8.1,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435407,42165664495810,0.13609178,0.23060828,9.865907,3.0543236E-4,-3.0543236E-4,4.5814854E-4,-60.675003,1.725,8.1,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435426,42165674495810,0.13609178,0.23060828,9.865907,3.0543236E-4,-3.0543236E-4,4.5814854E-4,-61.275,2.1000001,9.825001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435460,42165677492893,0.13758731,0.2321038,9.864411,3.0543236E-4,-3.0543236E-4,4.5814854E-4,-61.275,2.1000001,9.825001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435503,42165764495810,0.13758731,0.2321038,9.864411,3.0543236E-4,3.0543236E-4,4.5814854E-4,-61.275,2.1000001,9.825001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435530,42165774495810,0.13758731,0.2321038,9.864411,3.0543236E-4,3.0543236E-4,4.5814854E-4,-60.9,2.1000001,9.525001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435564,42165781680080,0.13489537,0.23150559,9.864711,3.0543236E-4,3.0543236E-4,4.5814854E-4,-60.9,2.1000001,9.525001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435608,42165864495810,0.13489537,0.23150559,9.864711,3.0543236E-4,-4.5814854E-4,-4.5814854E-4,-60.9,2.1000001,9.525001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435626,42165874495810,0.13489537,0.23150559,9.864711,3.0543236E-4,-4.5814854E-4,-4.5814854E-4,-60.825,2.025,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435668,42165885867268,0.13519448,0.22941187,9.864711,3.0543236E-4,-4.5814854E-4,-4.5814854E-4,-60.825,2.025,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435703,42165964495810,0.13519448,0.22941187,9.864711,3.0543236E-4,4.5814854E-4,4.5814854E-4,-60.825,2.025,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435730,42165974495810,0.13519448,0.22941187,9.864711,3.0543236E-4,4.5814854E-4,4.5814854E-4,-60.9,1.8000001,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435773,42165990054455,0.13609178,0.22941187,9.866505,3.0543236E-4,4.5814854E-4,4.5814854E-4,-60.9,1.8000001,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435807,42166064495810,0.13609178,0.22941187,9.866505,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.9,1.8000001,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435824,42166074495810,0.13609178,0.22941187,9.866505,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.300003,1.575,6.9750004,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435878,42166094241591,0.13399807,0.22761725,9.864112,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.300003,1.575,6.9750004,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435905,42166164495810,0.13399807,0.22761725,9.864112,-7.635809E-4,-4.5814854E-4,-4.5814854E-4,-60.300003,1.575,6.9750004,,,,,,,,,,,,,,,,,,,,,,
GNSS,1789662435905,,,,,,,,,,,true,11.05530561,76.92709865,377.9736328125,3.7900925,0.0,,97,38,,,,,,,,,,,,,
GNSS,1789662436000,,,,,,,,,,,true,11.05530574,76.92709861,377.90020751953125,3.7900925,0.0,,97,38,,,,,,,,,,,,,
SENSOR,1789662435930,42166174495810,0.13399807,0.22761725,9.864112,-7.635809E-4,-4.5814854E-4,-4.5814854E-4,-60.300003,1.95,7.275,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662435982,42166198428778,0.13399807,0.23090738,9.864411,-7.635809E-4,-4.5814854E-4,-4.5814854E-4,-60.300003,1.95,7.275,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436007,42166264495810,0.13399807,0.23090738,9.864411,3.0543236E-4,-4.5814854E-4,-7.635809E-4,-60.300003,1.95,7.275,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436025,42166274495810,0.13399807,0.23090738,9.864411,3.0543236E-4,-4.5814854E-4,-7.635809E-4,-60.750004,2.5500002,9.150001,,,,,,,,,,,,,,,,,,,,,,
CELLULAR,1789662436069,,,,,,,,,,,,,,,,,,,true,NR,4298047490,405,869,,75,403,634080,-105,NR_SS_RSRP,4,
SENSOR,1789662436095,42166302615914,0.13579269,0.22941187,9.867104,3.0543236E-4,-4.5814854E-4,-7.635809E-4,-60.750004,2.5500002,9.150001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436102,42166364495810,0.13579269,0.22941187,9.867104,1.5271618E-4,-4.5814854E-4,-7.635809E-4,-60.750004,2.5500002,9.150001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436128,42166374495810,0.13579269,0.22941187,9.867104,1.5271618E-4,-4.5814854E-4,-7.635809E-4,-60.600002,2.1000001,8.925,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436190,42166406803049,0.13519448,0.23001008,9.863514,1.5271618E-4,-4.5814854E-4,-7.635809E-4,-60.600002,2.1000001,8.925,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436208,42166464495810,0.13519448,0.23001008,9.863514,3.0543236E-4,3.0543236E-4,4.5814854E-4,-60.600002,2.1000001,8.925,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436225,42166474495810,0.13519448,0.23001008,9.863514,3.0543236E-4,3.0543236E-4,4.5814854E-4,-60.9,1.8750001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436295,42166510990185,0.13758731,0.22881366,9.863514,3.0543236E-4,3.0543236E-4,4.5814854E-4,-60.9,1.8750001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436302,42166564495810,0.13758731,0.22881366,9.863514,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.9,1.8750001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436328,42166574495810,0.13758731,0.22881366,9.863514,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.750004,2.1750002,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436397,42166615177320,0.13459627,0.23060828,9.865907,3.0543236E-4,-4.5814854E-4,4.5814854E-4,-60.750004,2.1750002,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436406,42166664495810,0.13459627,0.23060828,9.865907,-3.0543236E-4,-6.108647E-4,-3.0543236E-4,-60.750004,2.1750002,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436424,42166674495810,0.13459627,0.23060828,9.865907,-3.0543236E-4,-6.108647E-4,-3.0543236E-4,-60.825,2.1000001,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436502,42166764495810,0.13459627,0.23060828,9.865907,3.0543236E-4,6.108647E-4,3.0543236E-4,-60.825,2.1000001,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436503,42166719364455,0.13579269,0.23090738,9.864711,3.0543236E-4,6.108647E-4,3.0543236E-4,-60.825,2.1000001,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436528,42166774495810,0.13579269,0.23090738,9.864711,3.0543236E-4,6.108647E-4,3.0543236E-4,-60.525,2.1000001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436607,42166823551539,0.13668999,0.23060828,9.865009,3.0543236E-4,6.108647E-4,3.0543236E-4,-60.525,2.1000001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436608,42166864495810,0.13668999,0.23060828,9.865009,3.0543236E-4,6.108647E-4,-3.0543236E-4,-60.525,2.1000001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436624,42166874495810,0.13668999,0.23060828,9.865009,3.0543236E-4,6.108647E-4,-3.0543236E-4,-60.975002,1.8750001,9.075001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436701,42166964495810,0.13668999,0.23060828,9.865009,3.0543236E-4,-6.108647E-4,3.0543236E-4,-60.975002,1.8750001,9.075001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436711,42166927738674,0.1363909,0.2318047,9.865009,3.0543236E-4,-6.108647E-4,3.0543236E-4,-60.975002,1.8750001,9.075001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436729,42166974495810,0.1363909,0.2318047,9.865009,3.0543236E-4,-6.108647E-4,3.0543236E-4,-60.9,1.725,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436805,42167064495810,0.1363909,0.2318047,9.865009,-9.162971E-4,-6.108647E-4,-1.5271618E-4,-60.9,1.725,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436815,42167031925757,0.13668999,0.22971097,9.865907,-9.162971E-4,-6.108647E-4,-1.5271618E-4,-60.9,1.725,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436824,42167074495810,0.13668999,0.22971097,9.865907,-9.162971E-4,-6.108647E-4,-1.5271618E-4,-60.45,2.25,7.9500003,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436901,42167164495810,0.13668999,0.22971097,9.865907,-9.162971E-4,6.108647E-4,3.0543236E-4,-60.45,2.25,7.9500003,,,,,,,,,,,,,,,,,,,,,,
GNSS,1789662436902,,,,,,,,,,,true,11.05530574,76.92709861,377.90020751953125,3.7900925,0.0,,97,41,,,,,,,,,,,,,
GNSS,1789662437000,,,,,,,,,,,true,11.05530687,76.92709832,377.7618408203125,3.7900925,0.0,,97,41,,,,,,,,,,,,,
SENSOR,1789662436922,42167136112841,0.13519448,0.22911277,9.863514,-9.162971E-4,6.108647E-4,3.0543236E-4,-60.45,2.25,7.9500003,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662436928,42167174495810,0.13519448,0.22911277,9.863514,-9.162971E-4,6.108647E-4,3.0543236E-4,-60.300003,2.25,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437006,42167264495810,0.13519448,0.22911277,9.863514,-9.162971E-4,0.0,-9.162971E-4,-60.300003,2.25,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437025,42167240299924,0.13758731,0.22971097,9.862617,-9.162971E-4,0.0,-9.162971E-4,-60.300003,2.25,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437025,42167274495810,0.13758731,0.22971097,9.862617,-9.162971E-4,0.0,-9.162971E-4,-61.125004,2.025,9.3,,,,,,,,,,,,,,,,,,,,,,
CELLULAR,1789662437096,,,,,,,,,,,,,,,,,,,true,NR,4298047490,405,869,,75,403,634080,-105,NR_SS_RSRP,4,
SENSOR,1789662437123,42167364495810,0.13758731,0.22971097,9.862617,3.0543236E-4,-6.108647E-4,-7.635809E-4,-61.125004,2.025,9.3,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437127,42167344487007,0.13519448,0.22941187,9.864711,3.0543236E-4,-6.108647E-4,-7.635809E-4,-61.125004,2.025,9.3,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437127,42167374495810,0.13519448,0.22941187,9.864711,3.0543236E-4,-6.108647E-4,-7.635809E-4,-60.825,2.025,9.0,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437206,42167464495810,0.13519448,0.22941187,9.864711,3.0543236E-4,-6.108647E-4,-3.0543236E-4,-60.825,2.025,9.0,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437224,42167474495810,0.13519448,0.22941187,9.864711,3.0543236E-4,-6.108647E-4,-3.0543236E-4,-61.125004,1.8000001,9.825001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437231,42167448674091,0.13399807,0.23001008,9.865907,3.0543236E-4,-6.108647E-4,-3.0543236E-4,-61.125004,1.8000001,9.825001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437310,42167564495810,0.13399807,0.23001008,9.865907,-7.635809E-4,-4.5814854E-4,3.0543236E-4,-61.125004,1.8000001,9.825001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437327,42167574495810,0.13399807,0.23001008,9.865907,-7.635809E-4,-4.5814854E-4,3.0543236E-4,-60.750004,2.4,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437335,42167552861174,0.13579269,0.23060828,9.865309,-7.635809E-4,-4.5814854E-4,3.0543236E-4,-60.750004,2.4,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437404,42167664495810,0.13579269,0.23060828,9.865309,3.0543236E-4,6.108647E-4,-3.0543236E-4,-60.750004,2.4,9.450001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437422,42167674495810,0.13579269,0.23060828,9.865309,3.0543236E-4,6.108647E-4,-3.0543236E-4,-60.525,2.1750002,7.5750003,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437441,42167657048205,0.13250256,0.2330011,9.865309,3.0543236E-4,6.108647E-4,-3.0543236E-4,-60.525,2.1750002,7.5750003,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437509,42167764495810,0.13250256,0.2330011,9.865309,-0.0018325942,-0.0045814854,-9.162971E-4,-60.525,2.1750002,7.5750003,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437526,42167774495810,0.13250256,0.2330011,9.865309,-0.0018325942,-0.0045814854,-9.162971E-4,-60.600002,1.95,8.85,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437543,42167761235289,0.13758731,0.22821546,9.861719,-0.0018325942,-0.0045814854,-9.162971E-4,-60.600002,1.95,8.85,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437604,42167864495810,0.13758731,0.22821546,9.861719,-1.5271618E-4,-0.0010690133,-4.5814854E-4,-60.600002,1.95,8.85,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437623,42167874495810,0.13758731,0.22821546,9.861719,-1.5271618E-4,-0.0010690133,-4.5814854E-4,-60.300003,1.8000001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437647,42167865422320,0.1363909,0.23120649,9.862019,-1.5271618E-4,-0.0010690133,-4.5814854E-4,-60.300003,1.8000001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437709,42167964495810,0.1363909,0.23120649,9.862019,3.0543236E-4,-4.5814854E-4,-9.162971E-4,-60.300003,1.8000001,9.225,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437726,42167974495810,0.1363909,0.23120649,9.862019,3.0543236E-4,-4.5814854E-4,-9.162971E-4,-60.975002,2.1750002,9.525001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437751,42167969609351,0.1369891,0.22971097,9.866206,3.0543236E-4,-4.5814854E-4,-9.162971E-4,-60.975002,2.1750002,9.525001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437804,42168064495810,0.1369891,0.22971097,9.866206,-4.5814854E-4,3.0543236E-4,-0.0,-60.975002,2.1750002,9.525001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437821,42168074495810,0.1369891,0.22971097,9.866206,-4.5814854E-4,3.0543236E-4,-0.0,-61.050003,2.1000001,8.925,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437856,42168073796382,0.13519448,0.2222334,9.862916,-4.5814854E-4,3.0543236E-4,-0.0,-61.050003,2.1000001,8.925,,,,,,,,,,,,,,,,,,,,,,
GNSS,1789662437898,,,,,,,,,,,true,11.05530687,76.92709832,377.7618408203125,3.7900925,0.0,,97,42,,,,,,,,,,,,,
GNSS,1789662438000,,,,,,,,,,,true,11.05530811,76.92709882,377.9698486328125,3.7900925,0.0,,97,42,,,,,,,,,,,,,
SENSOR,1789662437910,42168164495810,0.13519448,0.2222334,9.862916,3.0543236E-4,6.108647E-4,-9.162971E-4,-61.050003,2.1000001,8.925,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437925,42168174495810,0.13519448,0.2222334,9.862916,3.0543236E-4,6.108647E-4,-9.162971E-4,-60.300003,2.1750002,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662437960,42168177983414,0.13489537,0.22821546,9.865608,3.0543236E-4,6.108647E-4,-9.162971E-4,-60.300003,2.1750002,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438003,42168264495810,0.13489537,0.22821546,9.865608,3.0543236E-4,-6.108647E-4,-0.0,-60.300003,2.1750002,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438021,42168274495810,0.13489537,0.22821546,9.865608,3.0543236E-4,-6.108647E-4,-0.0,-60.825,1.725,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438064,42168282170445,0.13429718,0.23718855,9.867104,3.0543236E-4,-6.108647E-4,-0.0,-60.825,1.725,8.700001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438107,42168364495810,0.13429718,0.23718855,9.867104,3.0543236E-4,-6.108647E-4,1.5271618E-4,-60.825,1.725,8.700001,,,,,,,,,,,,,,,,,,,,,,
CELLULAR,1789662438123,,,,,,,,,,,,,,,,,,,true,NR,4298047490,405,869,,75,403,634080,-105,NR_SS_RSRP,4,
SENSOR,1789662438138,42168374495810,0.13429718,0.23718855,9.867104,3.0543236E-4,-6.108647E-4,1.5271618E-4,-60.975002,1.8750001,8.775001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438168,42168386357476,0.13429718,0.232702,9.864112,3.0543236E-4,-6.108647E-4,1.5271618E-4,-60.975002,1.8750001,8.775001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438202,42168464495810,0.13429718,0.232702,9.864112,0.0012217294,6.108647E-4,-9.162971E-4,-60.975002,1.8750001,8.775001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438229,42168474495810,0.13429718,0.232702,9.864112,0.0012217294,6.108647E-4,-9.162971E-4,-60.525,1.95,8.400001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438272,42168490544455,0.13549358,0.2321038,9.864112,0.0012217294,6.108647E-4,-9.162971E-4,-60.525,1.95,8.400001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438307,42168564495810,0.13549358,0.2321038,9.864112,3.0543236E-4,6.108647E-4,-9.162971E-4,-60.525,1.95,8.400001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438325,42168574495810,0.13549358,0.2321038,9.864112,3.0543236E-4,6.108647E-4,-9.162971E-4,-60.9,1.8000001,9.675,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438376,42168594731487,0.13459627,0.23330021,9.867104,3.0543236E-4,6.108647E-4,-9.162971E-4,-60.9,1.8000001,9.675,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438403,42168664495810,0.13459627,0.23330021,9.867104,3.0543236E-4,6.108647E-4,3.0543236E-4,-60.9,1.8000001,9.675,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438429,42168674495810,0.13459627,0.23330021,9.867104,3.0543236E-4,6.108647E-4,3.0543236E-4,-60.525,2.025,9.375,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438481,42168698918466,0.13399807,0.23090738,9.864112,3.0543236E-4,6.108647E-4,3.0543236E-4,-60.525,2.025,9.375,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438508,42168764495810,0.13399807,0.23090738,9.864112,3.0543236E-4,-6.108647E-4,3.0543236E-4,-60.525,2.025,9.375,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438524,42168774495810,0.13399807,0.23090738,9.864112,3.0543236E-4,-6.108647E-4,3.0543236E-4,-61.2,2.325,9.75,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438587,42168803105445,0.13429718,0.23030917,9.862019,3.0543236E-4,-6.108647E-4,3.0543236E-4,-61.2,2.325,9.75,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438602,42168864495810,0.13429718,0.23030917,9.862019,3.0543236E-4,-3.0543236E-4,-6.108647E-4,-61.2,2.325,9.75,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438629,42168874495810,0.13429718,0.23030917,9.862019,3.0543236E-4,-3.0543236E-4,-6.108647E-4,-60.675003,2.1750002,9.675,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438689,42168907292424,0.13459627,0.2318047,9.865907,3.0543236E-4,-3.0543236E-4,-6.108647E-4,-60.675003,2.1750002,9.675,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438706,42168964495810,0.13459627,0.2318047,9.865907,3.0543236E-4,6.108647E-4,-0.0,-60.675003,2.1750002,9.675,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438725,42168974495810,0.13459627,0.2318047,9.865907,3.0543236E-4,6.108647E-4,-0.0,-60.975002,1.8000001,9.075001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438793,42169011479403,0.13549358,0.23120649,9.865009,3.0543236E-4,6.108647E-4,-0.0,-60.975002,1.8000001,9.075001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438802,42169064495810,0.13549358,0.23120649,9.865009,-6.108647E-4,6.108647E-4,1.5271618E-4,-60.975002,1.8000001,9.075001,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438828,42169074495810,0.13549358,0.23120649,9.865009,-6.108647E-4,6.108647E-4,1.5271618E-4,-61.050003,2.1000001,8.925,,,,,,,,,,,,,,,,,,,,,,
SENSOR,1789662438897,42169115666330,0.13310076,0.23120649,9.865309,-6.108647E-4,6.108647E-4,1.5271618E-4,-61.050003,2.1000001,8.925,,,,,,,,,,,,,,,,,,,,,,
GNSS,1789662438899,,,,,,,,,,,true,11.05530811,76.92709882,377.9698486328125,3.7900925,0.0,,97,42,,,,,,,,,,,,,
SENSOR,1789662438911,42169164495810,0.13310076,0.23120649,9.865309,3.0543236E-4,-6.108647E-4,3.0543236E-4,-61.050003,2.1000001,8.925,,,,,,,,,,,,,,,,,,,,,,
GNSS,1789662439000,,,,,,,,,,,true,11.05530859,76.92709963,378.2315673828125,3.7900925,0.0,,97,42,,,,,,,,,,,,,
